Job Title,Company,Location,City,Description,Flagged Terms,Sentiment
Data Analyst,Larsen & Toubro,"Powai, Mumbai, Maharashtra",Mumbai,"Data Analyst LNT/DA/1389365 HYOF-L&T Energy Hydrocarbon - OffshoreAMN Tower, Powai Posted On 20 Jun 2025 End Date 17 Dec 2025 Required Experience 2 - 5 Years  Skills Knowledge & Posting Location POWER BI Minimum Qualification BACHELOR OF SCIENCE (BSC)  Job Description The Analyst will have a broad remit across the whole of the SCM function. He will lead the analytics agenda in SCM. Plan suitable strategies, identify recurring activities to support the development, prioritization and ongoing delivery of Post order management responsibilities. The role will provide a broad perspective in the areas of Analytics, Planning and Performance management, and Project procurement.  The Analyst will have a broad remit across the whole of the SCM function. He will lead the analytics agenda in SCM. Plan suitable strategies, identify recurring activities to support the development, prioritization and ongoing delivery of Post order management responsibilities. The role will provide a broad perspective in the areas of Analytics, Planning and Performance management, and Project procurement.",he,Neutral
R&D Intern – Data Analysis,Micromatic Grinding,"Bengaluru, Karnataka",Bengaluru,"Qualification required Pursuing Bachelors or Masters  Experience required 0 or 1 year experiance  Job Description: MGT is currently looking to fill multiple internship positions in our R&D team. Looking for 1. Students pursuing masters and bachelor’s from reputed institutions and with excellent academic record. 2. Candidates who are passionate to work on core technologies and contribute to manufacturing sector in India. 3. 3. Willing and eager to learn on the job 4. Projects and tasks can be matched to the candidates based on their avaialability and interest. 5. Preferred internship period is six months. But can accommodate if available for at least 3 months.   Requirements: 1. Recommended specializations: CSE, Data Science, Data Analysis, 2. Experience with databases (SQL), python, powerBI, excel for data analysis. 3. Demonstrated project portfolio as part of coursework, kaggle, etc.  Location Bangalore",,Neutral
Product & Catalogue Analyst,Uvation,Remote,Remote,"A Product & Catalogue Analyst plays a crucial role in understanding the performance of products and helping to guide decisions that impact the product's lifecycle. Their responsibilities typically include analyzing market data, tracking product metrics, and providing actionable insights to improve a product's performance and user experience. Here's an overview of the Product & Catalogue Analyst position: Key Responsibilities: Data Analysis & Reporting Collect and analyze product-related data from various sources (e.g., sales, customer feedback, and usage patterns). Monitor product performance metrics such as revenue, engagement, and user retention. Generate detailed reports and dashboards to track key performance indicators (KPIs). Market & Competitor Analysis Conduct market research to identify trends, customer needs, and competitor strategies. Provide insights into how the product can be positioned to maximize value and competitiveness. Product Performance Evaluation Work closely with product managers and other teams to evaluate the success of product launches or updates. Identify areas for improvement based on data and feedback, and recommend changes to product features or strategies. Collaboration with Cross-Functional Teams Collaborate with product development, marketing, sales, and customer service teams to ensure product strategies align with business goals. Help in prioritizing product features based on data and user feedback. Customer Feedback Analysis Analyze customer feedback and behaviors to understand how users interact with the product. Provide insights that help to enhance the user experience and address pain points. A/B Testing Conduct A/B testing and other experiments to measure the impact of product changes or new features. Use test results to provide data-driven recommendations. Key Skills: Analytical thinking: Ability to work with large datasets and translate them into actionable insights. Data visualization: Expertise in creating clear and informative charts, graphs, and reports. Attention to detail: Ability to spot trends and outliers in data to make informed decisions. Communication: Strong ability to convey complex findings to non-technical stakeholders. Technical skills: Proficiency in data analysis tools like Excel, SQL, Python, R, and data visualization platforms like Tableau or Power BI. Qualifications: 3-5 years minimum in e-commerce catalog management, product research, and marketplace operations (preferably in electronics or IT hardware categories).A bachelor's degree in a relevant field (e.g., Business, Economics, Data Science, or Computer Science). Experience in data analysis or product management is often preferred. Knowledge of data analysis and visualization tools is a key requirement. The Product Analyst role is ideal for someone who enjoys diving into data, solving problems, and working collaboratively across teams to improve products and business outcomes.",,Positive
Junior Data Analyst,QUEST INNOVATIVE SOLUTIONS PVT.LTD,"Cannanore, Kerala",Cannanore,"Are you strong in the field of Data Analytics? We are looking for professionals with expertise in Python, SQL, Excel, Data Analytics, Power BI, and Tableau. Job Role: Deliver technical training to students and working professionals in the field of Data Analytics, and assist in the development of academic projects. If you're passionate about mentoring and shaping future professionals, we’d love to hear from you! Send your resume to neha.t@qis.co.in or apply now. Job Types: Full-time, Permanent, Fresher Pay: From ₹15,641.00 per month Benefits: Internet reimbursement Schedule: Day shift Work Location: In person Expected Start Date: 23/06/2025",,Positive
Equity Research Analyst,TNQ TECHNOLOGIES PRIVATE LIMITED,"Chennai, Tamil Nadu",Chennai,"Gathering and assessing securities data including industry-related stocks and bonds. Analyzing company financial reports to determine the market performance of existing securities. Using data modeling software and methodologies to create financial forecasts. Assisting with company initial public offings (IPO), including a stock's value, capitalization, and target price. Developing and delivering investment reports to the financial manager and the investment team. Providing direction and expert advice on securities to buy, sell, or hold. Monitoring industry and market trends for changes and investment opportunities. Staying up to date with the latest industry news including company sales and mergers. Preparing detailed internal investment reports as well as external reports for public presentation. Job Types: Full-time, Permanent, Fresher Pay: ₹18,455.00 - ₹28,755.00 per month Benefits: Provident Fund Schedule: Day shift Morning shift Supplemental Pay: Performance bonus Work Location: In person",,Neutral
Business Analytics Analyst - C10 - BANGALORE,Citi,"Bengaluru, Karnataka",Bengaluru,"The Business Analytics Analyst is a developing professional role. Applies specialty area knowledge in monitoring, assessing, analyzing and/or evaluating processes and data. Identifies policy gaps and formulates policies. Interprets data and makes recommendations. Researches and interprets factual information. Identifies inconsistencies in data or results, defines business issues and formulates recommendations on policies, procedures or practices. Integrates established disciplinary knowledge within own specialty area with basic understanding of related industry practices. Good understanding of how the team interacts with others in accomplishing the objectives of the area. Develops working knowledge of industry practices and standards. Limited but direct impact on the business through the quality of the tasks/services provided. Impact of the job holder is restricted to own team.  Responsibilities: Gathers operational data from various cross functional stakeholders to examine past business performance Identifies data patterns & trends, and provides insights to enhance business decision making capability in business planning, process improvement, solution assessment etc. Recommends actions for future developments & strategic business opportunities, as well as enhancements to operational policies May be involved in exploratory data analysis, confirmatory data analysis and/or qualitative analysis Translate data into consumer or customer behavioral insights to drive targeting and segmentation strategies, and communicate clearly and effectively to business partners and senior leaders all findings Continuously improve processes and strategies by exploring and evaluating new data sources, tools, and capabilities Work closely with internal and external business partners in building, implementing, tracking and improving decision strategies Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.  Qualifications: 2-3 years relevant experience Good communication skills (both verbal and written) and ability to work with cross-functional partners and team members  Education: Master Preferred  This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required. - Job Family Group: Decision Management - Job Family: Business Analysis - Time Type: Full time - Citi is an equal opportunity employer, and qualified candidates will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other characteristic protected by law.  If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.  View Citi’s EEO Policy Statement and the Know Your Rights poster.",,Neutral
Research Analyst (Operations),Athena Executive Search,"Gurugram, Haryana",Gurugram,"Conduct Research for preparing reports Undertake secondary research and data forecasting Monitor global economy to provide insightful and strategic analysis Identify and benchmark companies for best practices Collate and analyse data to identify growth opportunities Building knowledge base of companies, candidates etc. Monitor and evaluate executives and sector developments to contribute firm's knowledge Research support to global mandates and research projects as per business needs Significant contribution in executing mandates involving Talent Mapping Assignments of CXO and leadership team for our clients Closely work and collaborate with Consultants, Research Principals, Research Associates as per the business's requirements Collating information about companies and executives Contribute in knowledge creation initiatives of the company - To continuously track technology and product development, analyse and predict market trends Identify Strategic Opportunities and critical success factors required to achieve business growth Keep pace with industry developments, fundings, partnership etc. Understand business implications/products innovations Identify and evaluate industry best practices Preparing Newsletters and Collating Specific Information from online sources",,Neutral
"Business Analyst, ROC, ROC",ADCI HYD 13 SEZ,"Hyderabad, Telangana",Hyderabad,"- Bachelor's degree or equivalent - Experience defining requirements and using data and metrics to draw business insights - Knowledge of SQL Amazon Transportation Services (ATS) is seeking a highly skilled and a motivated team player to be part of a dynamic analytics team. As Amazon Transportation Services (ATS) we strive to be the earth’s best logistics service provider. We make product journey in the supply chain smooth, to ensure best customer experience. As Business Analyst in ATS you solve exciting logistics problems with potential saving millions of dollars! To do this, - You eye to uncover trends to go beyond the obvious, identify the “whys” - You are comfortable dealing with ambiguity, asking questions and taking up challenges - You deal with multiple teams; understand newer areas of business with ease - You are comfortable owning multiple projects and driving them to closure - You are technically sound in finding and wrangling data you need to bring out the insight - You are comfortable presenting and reporting them effectively to Leaders of Amazon! Proficient in SQL and conversant with AWS infrastructure Key job responsibilities • Understand the various operations across ROC • Design and develop highly available dashboards and metrics using SQL and Excel/Quicksight • Understand the requirements of stakeholders and map them with the data sources/data warehouse • Own the delivery and backup of periodic metrics, dashboards to the leadership team • Draw inferences and conclusions, and create dashboards and visualizations of processed data, identify trends, anomalies • Execute high priority (i.e. cross functional, high impact) projects to improve operations performance • Perform business analysis and data queries using appropriate tools • Work closely with internal stakeholders such as business teams, engineering teams, and partner teams and align them with respect to your focus area Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age  Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.",,Positive
Data Analyst,Godaam Innovations,"Nashik, Maharashtra",Nashik,Profiles from the field of Computer Science/Statistics/Mathematics/etc. to build predictive models and machine learning algorithms with time series data,,Neutral
Market Research Analyst,Apeiron Global Pvt. Ltd,"Bengaluru, Karnataka",Bengaluru,"Position: 1 | Location: Bengaluru Job Description: We are looking for a methodical Market Research Analyst to survey customer preferences and statistical data in order to support customers during their decision-making process regarding product designs, prices, and promotions. The successful market researcher will be able to analyze autonomously qualitative data, trends, strategies, and competition aiming at increasing competitiveness. Responsibilities: Collect data on consumers, competitors, and market place and consolidate information into actionable items, reports, and presentations. Understand business objectives and design surveys to discover prospective customers’ preferences. Compile and analyze statistical data using modern and traditional methods to collect it. Perform a valid and reliable market research SWOT analysis. Interpret data, formulate reports and make recommendations. Use online market research and catalog findings in databases. Provide competitive analysis on various companies market offerings, identify market trends, pricing/business models, sales, and methods of operation. Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct. Remain fully informed on market trends, other parties research and implement best practices. Key Skills: Proven Market Research Analysis experience Ability to interpret large amounts of data and to multi-task Strong communication and presentation skills Excellent knowledge of statistical packages (SPSS, SAS, or similar), databases, and MS Office Search engines, web analytics, and business research tools acumen Familiarity with CRM programs Adequate knowledge of data collection methods (polls, focus groups, surveys, etc) Working knowledge of data warehousing, modeling, and mining Strong analytical and critical thinking BS degree in Statistics, Marketing, or related field.",competitive,Neutral
Jr. Business Analyst,SVF | hoichoi,"Kolkata, West Bengal",Kolkata,"About Us: SVF Entertainment is a leading Media and Entertainment company in East India, with 8 National Awards to its credit and capabilities in Film and TV Production, Cinemas, Distribution, Digital Cinema, Music, and New Media.  Role:  We are looking for a Jr. Business Analyst with a passion for music and social media to analyze data, identify trends, and provide actionable insights to support campaigns and strategies.  Key Responsibilities: Analyze music label performance, social media insights, and other relevant data to inform decision-making. Maintain and update dashboards for social media and streaming platforms to ensure accurate reporting. Create clear, data-driven presentations and communicate findings to stakeholders. Troubleshoot metadata issues and ensure accuracy for music tracks across platforms. Monitor social media trends, engagement, and content performance, offering recommendations for optimization. Collaborate with cross-functional teams to align on data-driven objectives. Leverage AI tools to automate tasks and enhance data insights.  Key Skills & Qualifications: Education: Bachelor's degree in business, Data Analytics, or a related field. Experience: 2+ years in business analysis, preferably in music & entertainment, or related industries. Technical Skills: Proficiency in Excel and AI tools Familiarity with metadata standards for music platforms and social media analytics tools (e.g., Facebook Insights, YouTube Analytics) Soft Skills: Strong organizational, communication, and problem-solving abilities.  This role will be based in Kolkata.",,Positive
Business Analyst,Travidux Technologies,Kerala,Kerala,"Chalakudy, Kerala, India Job Type Part Time Workspace On-Site About the Role We are looking for a Business Analyst to join our team and bridge the gap between business needs and technology solutions. You’ll work closely with stakeholders to analyze processes, identify opportunities for improvement, and support the implementation of business strategies. Requirements Bachelor’s degree in Business Administration, Information Systems, or a related field Proven experience as a Business Analyst or in a similar role Strong analytical and problem-solving skills Excellent communication and stakeholder management abilities Experience with data visualization tools and business process modeling Familiarity with Agile and Scrum methodologies",,Neutral
Research Analyst – E-commerce,MMF INFOTECH TECHNOLOGIES PRIVATE LIMITED,"South Tukoganj, Indore, Madhya Pradesh",Indore,"We are seeking a detail-oriented and analytical Product Research Analyst to join our dynamic Amazon FBA private label team. In this role, you will be responsible for identifying high-potential, profitable products through data-driven research and analysis. The ideal candidate is experienced in the Amazon FBA ecosystem, especially within the private label business model, and is adept at using industry-standard tools to uncover growth opportunities. Key Responsibilities: Conduct comprehensive product research to discover viable private label opportunities on Amazon FBA. Analyze market trends, customer demand, profitability, and competitive landscape using tools likeHelium 10, Jungle Scout, Keepa, and Amazon Seller Central. Evaluate potential products based on critical metrics such as sales velocity, profit margins, and competition levels. Stay ahead of market trends, seasonal demand, and competitor strategies to guide product selection and positioning. Develop and present data-driven product research reports with actionable insights and recommendations. Monitor and stay updated on changes in Amazon policies, FBA requirements, and e-commerce industry practices. Maintain accurate documentation and records of product research, tools used, and decision-making rationale. Requirements: Prior experience in Amazon FBA product research, ideally with a focus on private label products. Proficiency with product research tools such as Helium 10, Jungle Scout, Keepa, and others. Strong analytical skills and the ability to work with Excel/Google Sheets to process and interpret large data sets. Ability to identify profitable product niches with low competition and high potential. Basic understanding of Amazon listing optimization and keyword research is a plus. Excellent written and verbal communication skills for effective reporting and team collaboration. Self-driven, detail-oriented, and capable of working independently to meet deadlines. Job Types: Full-time, Permanent, Fresher Pay: Up to ₹30,000.00 per month Schedule: Day shift Application Question(s): Are you from Indore, Madhya Pradesh? Language: Do you have fluency in English? (Required) Work Location: In person",competitive,Neutral
Business Analyst,Remote Legal,Remote,Remote,"About Remote Legal  At Remote Legal, our 40-year legacy is built on the expertise of seasoned attorneys and dedicated court reporters who are passionate about transforming the legal process. We're not a flash-in-the-pan tech startup—instead, we blend time-honored legal experience with innovative technology to redefine how depositions are conducted. Our team spans legal professionals, product owners, engineers, client-success leads, and security specialists, all collaborating seamlessly to ensure every deposition is a success. Join us, and become part of a community where rich experience meets forward-thinking innovation, and where your talents help make the legal journey better for everyone.  About the role  We are seeking a proactive and detail-oriented Business Analyst (BA) to join our growing Product team. You will be responsible for leading requirements gathering, user story development, and sprint planning for one of our project lines, reporting directly to the Director of Product (Product Owner). You’ll collaborate closely with cross-functional teams including UI Design, Engineering, Court Reporting, Sales, and Customer Success. This role is ideal for a self-motivated BA who thrives in a dynamic, fast-paced environment and enjoys being the bridge between business needs and technical execution.  Key Responsibilities: Product Development: Own and maintain detailed User Stories, including clear Acceptance Criteria, aligned with business goals. Collaborate with the UX Designer to ensure stories reflect the intended experience. Lead and participate in Story Refinement sessions with developers, QA, and stakeholders. Edit, iterate, and prioritize User Stories in preparation for upcoming sprints. Ensure User Stories meet Definition of Ready and Definition of Done criteria. Cross-Project Integration: Serve as the Product team’s representative for one of our applications and understand integration between the systems. Proactively collaborate with the other BA to ensure seamless user journeys and system interoperability. Monitor end-to-end flows for shared features, such as data handoffs or overlapping user interactions. Stakeholder Communication: Act as the liaison between Product and internal teams, including Court Reporting, Sales, and Customer Success. Gather feedback from internal teams and users to inform story updates or enhancements. Present sprint updates and project insights to leadership and key stakeholders. Solution Design and Implementation: Support the Product Owner in defining and prioritizing features and product enhancements. Collaborate with the UX designer to review wireframes and prototypes, ensuring they align with user needs and business objectives. Quality Assurance: Assist in developing test plans and participate in the testing process to ensure the quality and functionality of delivered solutions. Work with the development team to identify and resolve any issues that arise during the sprint. Documentation and Training: Contribute to the preparation of product documentation and create release quizzes and user guides (for internal AND external users). Provide support and training to end-users and stakeholders on new features and functionalities. Provide demos of Remote Legal to new employees and independent contractors. Product Support: Work closely with all RL employees to effectively resolve Prod Support tickets submitted for the respective project. Other duties as assigned.  Requirements: Experience & Skills 2+ years of experience in a product management, business analysis, or similar role. Proven experience working on Salesforce or other CRMs Strong knowledge of Agile methodologies, with experience running or supporting sprint ceremonies Excellent communicator with the ability to write concise, actionable stories and facilitate cross-functional discussions. Comfort working in Jira or similar tools, with a good grasp of backlog management and prioritization techniques. Basic understanding of UX principles and experience working with UX designers is a plus. Ability to learn quickly and adapt to changing priorities in a fast-paced environment. Nice to Have Background in court reporting, legal services, or legal tech. Familiarity with integrated data environments or analytics platforms. Experience working with remote teams across time zones.",,Positive
Business Analyst (Product Analytics),Talent XO,"Bengaluru, Karnataka",Bengaluru,"Office Location Andheri East, Mumbai Domlur, Bengaluru Role & Responsibilities: Extract insights from large datasets to support data-driven decision-making Develop and automate routine dashboards for daily, weekly, and monthly KPI tracking Conduct custom analyses to optimize user onboarding, activation, conversion, and retention funnels Cohort users and track actual and predicted Lifetime Value (LTV) Build forecast models and create meaningful alerts for business leaders Collaborate with cross-functional teams to define short and long-term strategic focus areas Provide actionable insights and recommendations to relevant teams Create, standardize and maintain documentation frameworks and taxonomy across businesses Ideal Candidate Expertise in data analysis tools (SQL, Excel, Python, R), dashboard creation and visualization platforms (Tableau, Power BI among others) for effective reporting at various organizational levels Excellent communication skills with the ability to influence stakeholders at all levels with the agility to work autonomously and collaboratively within a team environment Proven ability to translate complex analytical concepts into clear, actionable insights for non-technical stakeholders Strong background in statistical analysis and experimental design for robust hypothesis testing Experience with A/B testing tools and methodologies in digital product environments Skill in creating and maintaining comprehensive documentation systems Perks, Benefits and Work Culture Flexible work hours and leaves Salary advance Maternity/Paternity leave benefits & adoption assistance Butler & Concierge services Team Off-sites & Celebrations Beyond Work: Insurance benefits for you and family Interest-free loans Gift vouchers for special moments Fully-equipped Gym Education Sponsorship Programs Outstation Cand9dates are allowed. Experience Required: 2-4 Years Max Notice Period: Job Type: Full-time Pay: ₹1,500,000.00 - ₹2,000,000.00 per year Work Location: In person",,Positive
Market Research Analyst,E-Merge tech,"Chennai, Tamil Nadu",Chennai,"Job Description E-Merge tech is seeking Market Research Analyst to provide insights to Fortune 500 companies Need to work collaboratively and independently together on projects to design, aggregate, analyze and derive insights. Roles & Responsibilities Research Analyst is responsible for executing market research and customized assignments/projects for fortune 500 companies. Research the internet and extract company, Market related information. Should be capable of writing market/industry research studies, company profiles with info-graphics. Interpret data, formulate reports and make recommendations and insights. Need to Conduct extensive secondary research. Provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales, and methods of operation. To undertake business to business research, analyze industry trends and data, and generate client focused reports, briefings, presentations and other content. Participate in regular team meetings and contribute to the content strategy by suggesting how we may present more insightful. Developing attractive PowerPoint presentations. Able to understand business questions that can be answered through market research. Skills Proficient in creating industry standard Powerpoint presentation Excellent communication skills Excellent Report writing skills Detail-oriented and well organized, with an ability to work collaboratively Required Qualification 3+ years of relevant work experience Post Graduate or MBA with any Engineering stream Proficient in Microsoft Office packages including Excel, PowerPoint, and Word Excellent business/analytic writing and presentation skills. Previous experience in market research will be preferred. Minimum 2 to 5 years of the relevant industry. Research, Writing, Identification of client needs. Excellent verbal and written communication skills",competitive,Neutral
Data Analyst – Investment Team,Blenheim Chalcot India,"Mumbai, Maharashtra",Mumbai,"The role The Data Analyst – Investment Team is a vital role within the Blenheim Chalcot portfolio and BCI Finance . A Data Analyst – Investment Team supports investment professionals by analyzing financial, market, and economic data to identify trends, risks, and opportunities. They build models, dashboards, and reports to guide investment decisions, ensuring strategies are data-driven and aligned with performance goals.. You will gain hands-on experience in a fast-paced and progressive environment, where you will support us in building our next generation of GenAI enabled tech businesses. List of key responsibilities and duties  Run-Off Modelling Build, maintain, and analyse run-off models to assess credit security against borrower loan portfolios. Contribute to quarterly IFRS9 provisioning by updating run-off models. Run scenario and sensitivity analysis for potential new deal structures. Borrower Data Analysis Conduct loan-level analysis to identify performance trends, portfolio risks, and concentration issues. Support investment memo preparation with credit risk analysis. Update and maintain PowerBI dashboards for ongoing borrower monitoring. Feedback on emerging trends in BCI's portfolio during monthly monitoring sessions. Data Management and Platform Building Manage data uploads from borrower excel files into a PostgreSQL database; maintain ongoing data integrity. Help map new borrower data into the existing data framework. Assist in developing Python-based analytics tools for internal use by non-technical team members. Technical Experience Necessary tools o Excel – for complex model building and analysis o Python – for in-depth data analysis and development of complex models o AI tools (Cursor, ChatGPT, etc.) – used to accelerate analysis and scripting Nice-to-haves o SQL (PostgreSQL) – for data extraction, uploads, and structuring o PowerBI – for dashboarding and trend analysis *Support in SQL, python and PowerBI will be available in BCI's India team. A good excel background with some knowledge/experience with python is required. About you The ideal candidate will have a track-record in delivering results in a fast-moving business and hence be comfortable with change and uncertainty. Excellent stakeholder management experience is essential to being successful in this role. List of qualifications, technical and or professional experience list of qualifications, technical and or professional experience Strong quantitative background (STEM or finance-heavy academic background) Solid experience with Excel and financial model logic Working knowledge of Python and/or SQL Basic understanding of credit risk and investment structures Ability and experience working with large datasets About Blenheim Chalcot  Blenheim Chalcot is one of the leading venture builders in the world. We have been building exciting and disruptive businesses for over 26 years across sectors including FinTech, EdTech, GovTech, Media, Sport, Charity and more. These companies are all GenAI enabled and are some of the most innovative companies in the UK and increasingly around the world. The BC team in India has been instrumental to the growth and success of Blenheim Chalcot. Established in 2014, Blenheim Chalcot India serves as a pivotal launchpad for those aiming to make a difference in the realm of innovation and entrepreneurship. Blenheim Chalcot India is driven by a mission to empower visionaries to lead, innovate, and build disruptive solutions. We support our diverse portfolio of ventures and create impactful solutions that shape global trends. We provide a range of services to help new business get off the ground, including technology, growth (marketing and sales), talent, HR, finance, legal and tax, plus so much more! One of our FinTech ventures, BCI Finance, is scaling fast and we're looking to hire high energy, motivated and curious talent to support them on that journey!  About BCI Finance  BCI Capital, part of Blenheim Chalcot, is a private credit-specialist Investment Manager focused on supporting high-growth fintechs with flexible debt solutions. With a strong track record through its Credit Opportunities Fund, BCI aims to build long-term borrower relationships by offering empathetic, growth-focused funding. The role involves supporting the Loan Operations team with the daily administration and oversight of the existing loan portfolio.  What we can offer you Be part of the World's Leading Digital Venture Builder Have the opportunity to be a part of and learn from the incredible diverse talent in BC Be exposed to the right mix of challenges, within a culture that promotes continuous learning and development and opportunity to work with Gen AI A fun and open, if a little cricket obsessed, atmosphere – we own the Rajasthan Royals IPL team! 24 days of annual leave &10 public holiday days Private Medical for you and your immediate family & Life Insurance for yourself Important At Blenheim Chalcot, we strive to create an environment where differences are not only accepted but greatly valued; where everyone can make the most of their capabilities and potential. We promote meritocracy, competence and the sharing of ideas and opinions. We are driven by data and believe the diversity, agility, generosity, and curiosity of our people is what sets us apart as an organisation. Our strong commitment to a culture of inclusion is evident through our constant focus on recruiting, developing and advancing individuals based on their skills and talent.",,Positive
Research Analyst,IndustryARC,Remote,Remote,"KRAs/JDs: English/Grammar Intuitiveness, conveying intended meaning clearly with depicted insights Ability to do secondary research and data gathering through authentic sources Technical knowledge of core domain, articulating it to establish impact on the target market Rationale thinking to link statements together in order to present a cohesive analysis Must be able to properly understand the financial figures and their meaning Clear thoughts in demonstrating identification of true drivers and key pockets of opportunity of a market similarly for restraints Communication of Inputs and Knowledge Understanding the Process to Quantification of data Expertise in excel, market forecast, market share quantification of revenue, volume, ASP etc. Responsibilities: The Research Analyst role is focused on the following roles and responsibilities Develop market expertise in core domain Contribute market insights and reports on specific topics related to the industries associated with the domain as per chapter coverage Conduct primary and secondary research to execute market research assignment and consulting projects Conduct interviews with industry experts for the purpose of gathering primary data to enhance market research reports Produce articles on specialized topics in the industries stated above to showcase depth of knowledge Quantify Data particularly related to companies and assess their presence in the market Handle a team of 4 associates/interns Provide mentorship to reportees Perform quality checks on content tasks submitted by reportees Take full accountability of tasks submitted Meet task deadlines without compromising the required quality",,Neutral
Data Research Analyst / Web Scraper,IQUE VENTURES,"Bengaluru, Karnataka",Bengaluru,"Job Title: Data Research Analyst / Web Scraper Location: Koramangala, Bangalore (Hybrid) Company: OWLYTICS – Market Research & Intelligence Role Summary: We're looking for a data-savvy individual to help us build rich, accurate databases of startups, decision-makers, funding trends, and industry activities. You will use web scraping tools, LinkedIn, databases, and public data sources to extract and organize high-quality, targeted information that fuels our research and sales pipelines. Key Responsibilities: ● Scrape and collect data from websites, directories, social media platforms, and public databases (Crunchbase, LinkedIn, StartupIndia, etc.) ● Create structured datasets of potential clients, their decision-makers, and business details ● Clean, validate, and maintain large data sets in Excel/Google Sheets ● Monitor startup and funding activity across platforms like Tracxn, PitchBook, YourStory, etc. ● Collaborate with the sales and research teams to identify data needs ● Maintain internal dashboards and update CRM tools with enriched records Ideal Candidate: ● 1–2 years of experience in web scraping, lead generation, or data research ● Proficiency in tools like Python (BeautifulSoup, Selenium), Octoparse, or browser scraping extensions ● Advanced skills in Excel/Google Sheets (formulas, lookups, filters) ● Familiarity with B2B or startup ecosystem is a plus ● Highly detail-oriented and organized ● Able to work independently and meet deadlines Nice to Have (Optional but Great): ● Experience using tools like Hunter.io, Apollo.io, Snov.io, or ZoomInfo ● Basic knowledge of APIs (e.g., LinkedIn, Crunchbase, AngelList) ● Understanding of data privacy and ethical scraping practices What You’ll Get: ● Competitive salary based on experience ● Work in a fast-paced, high-growth startup ecosystem ● Close exposure to startup trends, VC activity, and market intelligence ● Flexible working environment based in Bangalore Job Type: Full-time Benefits: Paid sick time Paid time off Work from home Schedule: Day shift Work Location: In person",competitive,Positive
Associate Business Analyst,Dentsu,"Baner, Pune, Maharashtra",Pune,"The purpose of this role is to assist with the planning, reviewing and optimisation of campaigns whilst supporting the team in reporting and managing client accounts. Job Description: Key responsibilities: Focuses on day-to-day execution Proactively reviews and manages client data to ensure optimal performance on all campaigns Tracks and reports on campaign results, gathers data analysis and participates in weekly calls Generates campaign reports and is responsible for pacing, QA and trafficking Provides initial insights on campaign trends to executives and planners Location: 2nd floor, Survey No. 35, Deep Complex, Above Renault Showroom, Mumbai – Bangalore Highway Road, Baner, Pune, Maharashtra – 411 045 (inactive) Brand: Dentsu Time Type: Full time Contract Type: Consultant",,Neutral
